Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
20910,Jabari Walker,2023-11-17,21-110,POR,,LAL,L 95-107,,18,2,6,.333,2,4,.500,0,2,.000,3,5,.600,.427,2,3,5,1,0,0,0,0,7,5.8,-2.7,2,F,walkeja01
20911,Jabari Walker,2023-11-19,21-112,POR,,OKC,L 91-134,,22,6,15,.400,5,10,.500,1,5,.200,0,1,.000,.421,3,4,7,2,1,0,3,2,13,6.4,-9.0,-21,F,walkeja01
20912,Jabari Walker,2023-11-21,21-114,POR,@,PHO,L 107-120,,14,3,6,.500,3,4,.750,0,2,.000,2,2,1.000,.581,0,3,3,0,0,0,1,5,8,2.9,-13.3,-4,F,walkeja01
20913,Jabari Walker,2023-11-22,21-115,POR,,UTA,W 121-105,,28,8,15,.533,6,12,.500,2,3,.667,1,2,.500,.598,6,4,10,2,2,0,1,4,19,17.5,2.0,11,F,walkeja01
20914,Jabari Walker,2023-11-26,21-119,POR,@,MIL,L 102-108,,16,2,3,.667,2,2,1.000,0,1,.000,0,0,,.667,0,3,3,0,0,0,1,4,4,1.0,-10.7,6,F,walkeja01
20915,Jabari Walker,2023-11-27,21-120,POR,@,IND,W 114-110,,15,0,3,.000,0,2,.000,0,1,.000,1,2,.500,.129,1,2,3,0,0,0,1,2,1,-2.0,-16.0,-4,F,walkeja01
20916,Jabari Walker,2023-11-30,21-123,POR,@,CLE,W 103-95,,24,3,7,.429,3,5,.600,0,2,.000,0,0,,.429,2,10,12,1,1,0,1,3,6,6.2,-4.8,5,F,walkeja01
20917,Jabari Walker,2023-12-02,21-125,POR,@,UTA,L 113-118 (OT),,24,1,5,.200,1,3,.333,0,2,.000,2,2,1.000,.340,2,4,6,1,1,0,1,0,4,4.2,-8.3,-5,F,walkeja01
20918,Jabari Walker,2023-12-06,21-129,POR,@,GSW,L 106-110,,22,5,8,.625,5,6,.833,0,2,.000,2,2,1.000,.676,2,3,5,1,1,1,2,6,12,8.7,-1.3,-5,F,walkeja01
20919,Jabari Walker,2023-12-08,21-131,POR,,DAL,L 112-125,,27,3,10,.300,2,7,.286,1,3,.333,3,3,1.000,.442,1,2,3,2,0,0,0,2,10,6.1,-4.8,-15,F,walkeja01
20920,Jabari Walker,2023-12-11,21-134,POR,@,LAC,L 127-132,,22,3,4,.750,2,2,1.000,1,2,.500,2,2,1.000,.922,3,5,8,1,1,0,1,1,9,11.3,4.0,1,F,walkeja01
20921,Jabari Walker,2023-12-14,21-137,POR,,UTA,L 114-122,,28,5,10,.500,5,8,.625,0,2,.000,3,5,.600,.533,4,5,9,1,1,0,0,0,13,13.2,-2.5,13,F,walkeja01
20922,Jabari Walker,2023-12-16,21-139,POR,,DAL,L 120-131,,5,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,2,2,0,0,0,0,0,0,-0.1,-12.7,-2,F,walkeja01
20923,Jabari Walker,2023-12-17,21-140,POR,,GSW,L 114-118,,15,1,3,.333,1,3,.333,0,0,,2,2,1.000,.515,2,3,5,0,1,1,1,4,4,3.7,-7.3,0,F,walkeja01
20924,Jabari Walker,2023-12-19,21-142,POR,,PHO,W 109-104,,10,3,3,1.000,2,2,1.000,1,1,1.000,2,2,1.000,1.160,1,1,2,0,0,0,0,2,9,8.3,16.7,13,F,walkeja01
20925,Jabari Walker,2023-12-21,21-144,POR,,WAS,L 117-118,,24,3,6,.500,2,4,.500,1,2,.500,1,2,.500,.581,4,7,11,3,1,1,2,3,8,10.1,2.2,18,F,walkeja01
20926,Jabari Walker,2023-12-23,21-146,POR,@,GSW,L 106-126,,18,2,4,.500,2,2,1.000,0,2,.000,1,2,.500,.512,2,3,5,0,0,1,1,2,5,3.8,-10.6,-25,F,walkeja01
20927,Jabari Walker,2023-12-26,21-149,POR,,SAC,W 130-113,,22,6,8,.750,5,6,.833,1,2,.500,4,5,.800,.833,2,4,6,1,0,0,0,1,17,16.3,8.7,13,F,walkeja01
20928,Jabari Walker,2023-12-28,21-151,POR,,SAS,L 105-118,,30,2,4,.500,2,4,.500,0,0,,2,2,1.000,.615,2,7,9,0,1,1,1,4,6,6.6,-5.3,-18,F,walkeja01
20929,Jabari Walker,2023-12-29,21-152,POR,,SAS,W 134-128,,30,7,11,.636,6,9,.667,1,2,.500,10,13,.769,.748,6,3,9,1,1,1,1,4,25,23.8,3.1,12,F,walkeja01
20930,Jabari Walker,2024-01-01,21-155,POR,@,PHO,L 88-109,,25,3,7,.429,3,5,.600,0,2,.000,4,6,.667,.519,2,7,9,0,1,0,1,2,10,8.2,-4.7,-16,F,walkeja01
20931,Jabari Walker,2024-01-03,21-157,POR,@,DAL,L 97-126,,17,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,.515,1,4,5,4,0,0,1,2,4,5.2,2.9,-13,F,walkeja01
20932,Jabari Walker,2024-01-12,21-166,POR,@,MIN,L 93-116,,32,6,11,.545,5,9,.556,1,2,.500,4,4,1.000,.666,2,11,13,3,1,0,4,4,17,13.9,2.2,2,F,walkeja01
20933,Jabari Walker,2024-01-14,21-168,POR,,PHO,L 116-127,*,29,4,6,.667,2,3,.667,2,3,.667,1,2,.500,.799,2,6,8,1,0,0,1,2,11,10.1,-1.4,-15,F,walkeja01
20934,Jabari Walker,2024-01-17,21-171,POR,,BRK,W 105-103,*,30,1,4,.250,0,3,.000,1,1,1.000,1,2,.500,.410,0,6,6,0,1,0,0,2,4,3.2,-5.3,-6,F,walkeja01
20935,Jabari Walker,2024-01-19,21-173,POR,,IND,W 118-115,*,41,4,11,.364,4,9,.444,0,2,.000,5,6,.833,.477,2,10,12,3,0,1,0,3,13,12.5,-2.2,3,F,walkeja01
20936,Jabari Walker,2024-01-21,21-175,POR,@,LAL,L 110-134,*,22,5,8,.625,4,6,.667,1,2,.500,1,2,.500,.676,3,4,7,0,0,0,0,0,12,11.3,-0.1,-30,F,walkeja01
20937,Jabari Walker,2024-01-23,21-177,POR,@,OKC,L 109-111,*,34,6,14,.429,4,7,.571,2,7,.286,0,0,,.500,6,7,13,0,0,1,1,0,14,12.6,-1.9,-7,F,walkeja01
20938,Jabari Walker,2024-01-24,21-178,POR,@,HOU,W 137-131 (OT),*,24,2,4,.500,1,2,.500,1,2,.500,4,4,1.000,.781,1,6,7,1,0,0,2,4,9,6.6,-4.8,7,F,walkeja01
20939,Jabari Walker,2024-01-26,21-180,POR,@,SAS,L 100-116,*,37,1,5,.200,1,3,.333,0,2,.000,1,4,.250,.222,2,7,9,2,2,1,0,2,3,5.5,-6.7,-21,F,walkeja01
20940,Jabari Walker,2024-01-28,21-182,POR,,CHI,L 96-104,*,24,3,10,.300,3,7,.429,0,3,.000,1,1,1.000,.335,1,5,6,0,0,1,3,4,7,-0.5,-15.8,-10,F,walkeja01
20941,Jabari Walker,2024-01-29,21-183,POR,,PHI,W 130-104,*,31,3,6,.500,2,5,.400,1,1,1.000,1,2,.500,.581,2,10,12,0,1,0,1,1,8,8.6,-3.1,17,F,walkeja01
20942,Jabari Walker,2024-01-31,21-185,POR,,MIL,W 119-116,*,16,3,4,.750,2,2,1.000,1,2,.500,1,1,1.000,.901,1,4,5,2,1,0,1,3,8,8.5,8.4,-6,F,walkeja01
20943,Jabari Walker,2024-02-02,21-187,POR,@,DEN,L 108-120,*,21,3,7,.429,3,6,.500,0,1,.000,1,1,1.000,.470,4,4,8,0,0,0,1,2,7,5.5,-10.2,-25,F,walkeja01
20944,Jabari Walker,2024-02-04,21-189,POR,@,DEN,L 103-112,*,30,2,8,.250,2,3,.667,0,5,.000,0,0,,.250,3,4,7,0,0,0,1,1,4,1.1,-16.5,-22,F,walkeja01
20945,Jabari Walker,2024-02-08,21-193,POR,,DET,L 122-128 (OT),*,43,6,14,.429,5,11,.455,1,3,.333,4,6,.667,.511,3,8,11,2,1,2,1,3,17,14.9,-5.2,-5,F,walkeja01
20946,Jabari Walker,2024-02-10,21-195,POR,,NOP,L 84-93,*,29,3,5,.600,3,4,.750,0,1,.000,0,0,,.600,1,3,4,0,0,0,1,4,6,2.7,-8.2,-16,F,walkeja01
20947,Jabari Walker,2024-02-13,21-198,POR,,MIN,L 109-121,,17,2,5,.400,2,5,.400,0,0,,0,0,,.400,3,4,7,0,0,0,1,4,4,2.0,-11.8,-11,F,walkeja01
20948,Jabari Walker,2024-02-15,21-200,POR,,MIN,L 91-128,,24,3,6,.500,3,5,.600,0,1,.000,2,2,1.000,.581,1,3,4,1,1,0,0,1,8,7.9,-0.8,-24,F,walkeja01
20949,Jabari Walker,2024-02-23,21-208,POR,,DEN,L 112-127,,14,1,5,.200,1,5,.200,0,0,,0,0,,.200,4,2,6,0,0,0,1,0,2,1.3,-18.0,-4,F,walkeja01
20950,Jabari Walker,2024-02-25,21-210,POR,,CHO,L 80-93,,18,3,8,.375,3,5,.600,0,3,.000,0,0,,.375,4,1,5,0,0,0,1,1,6,3.3,-10.0,-7,F,walkeja01
20951,Jabari Walker,2024-02-27,21-212,POR,,MIA,L 96-106,,19,2,4,.500,2,4,.500,0,0,,3,4,.750,.608,0,2,2,2,0,0,0,0,7,6.6,2.0,-18,F,walkeja01
20952,Jabari Walker,2024-03-01,21-215,POR,@,MEM,W 122-92,,22,7,9,.778,6,8,.750,1,1,1.000,4,4,1.000,.883,3,7,10,2,2,1,2,3,19,20.6,14.2,14,F,walkeja01
20953,Jabari Walker,2024-03-02,21-216,POR,@,MEM,W 107-100 (OT),,31,8,16,.500,8,15,.533,0,1,.000,2,2,1.000,.533,5,7,12,2,1,0,2,3,18,14.8,1.6,21,F,walkeja01
20954,Jabari Walker,2024-03-04,21-218,POR,@,MIN,L 114-119,*,28,2,9,.222,2,6,.333,0,3,.000,0,0,,.222,1,7,8,1,0,0,0,5,4,0.0,-15.5,3,F,walkeja01
20955,Jabari Walker,2024-03-06,21-220,POR,,OKC,L 120-128,,19,4,7,.571,4,7,.571,0,0,,1,1,1.000,.605,2,4,6,2,1,0,0,6,9,8.3,-0.3,-8,F,walkeja01
20956,Jabari Walker,2024-03-16,21-230,POR,@,NOP,L 107-126,,17,3,6,.500,1,3,.333,2,3,.667,2,2,1.000,.727,0,5,5,0,0,0,1,2,10,6.7,-1.0,-12,F,walkeja01
20957,Jabari Walker,2024-03-18,21-232,POR,@,CHI,L 107-110,,33,1,5,.200,1,3,.333,0,2,.000,1,2,.500,.255,3,7,10,4,1,0,0,3,3,6.3,-3.2,5,F,walkeja01
20958,Jabari Walker,2024-03-20,21-234,POR,,LAC,L 103-116,,23,4,6,.667,2,4,.500,2,2,1.000,2,2,1.000,.872,2,1,3,0,2,0,3,5,12,8.1,-2.1,-15,F,walkeja01
20959,Jabari Walker,2024-03-22,21-236,POR,,LAC,L 117-125,,28,6,9,.667,6,8,.750,0,1,.000,2,5,.400,.625,1,7,8,3,1,0,0,3,14,13.6,0.8,9,F,walkeja01
20960,Jabari Walker,2024-03-23,21-237,POR,,DEN,L 111-114,,26,6,7,.857,5,6,.833,1,1,1.000,2,2,1.000,.952,1,8,9,0,1,0,1,1,15,15.2,4.5,-8,F,walkeja01
20961,Jarace Walker,2023-10-25,20-051,IND,,WAS,W 143-120,,6,0,5,.000,0,4,.000,0,1,.000,0,0,,.000,1,3,4,0,1,0,0,1,0,-1.3,-33.2,3,F,walkeja03
20962,Jarace Walker,2023-11-01,20-058,IND,@,BOS,L 104-155,,12,4,6,.667,4,5,.800,0,1,.000,0,0,,.667,0,2,2,3,0,1,0,1,8,8.4,11.0,-13,F,walkeja03
20963,Jarace Walker,2023-11-06,20-063,IND,,SAS,W 152-111,,9,0,1,.000,0,1,.000,0,0,,2,2,1.000,.532,0,1,1,2,0,0,0,0,2,3.0,3.0,6,F,walkeja03
20964,Jarace Walker,2023-11-19,20-076,IND,,ORL,L 116-128,,14,3,6,.500,3,3,1.000,0,3,.000,1,1,1.000,.543,0,1,1,1,1,1,1,2,7,4.9,0.4,15,F,walkeja03
20965,Jarace Walker,2023-11-30,20-087,IND,@,MIA,L 132-142,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.0,0,F,walkeja03
20966,Jarace Walker,2023-12-13,20-100,IND,@,MIL,L 126-140,,6,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,0,0,2,0,1,1,4,3,0.8,-1.5,2,F,walkeja03
20967,Jarace Walker,2023-12-15,20-102,IND,@,WAS,L 123-137,,13,2,4,.500,1,2,.500,1,2,.500,0,0,,.625,0,2,2,0,0,0,0,1,5,3.2,-5.4,8,F,walkeja03
20968,Jarace Walker,2023-12-16,20-103,IND,@,MIN,L 109-127,,24,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,0,2,2,3,2,0,1,2,5,6.6,1.4,-4,F,walkeja03
20969,Jarace Walker,2023-12-30,20-117,IND,,NYK,W 140-126,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.0,-3,F,walkeja03
20970,Jarace Walker,2024-01-03,20-121,IND,,MIL,W 142-130,,2,0,0,,0,0,,0,0,,3,4,.750,.852,0,0,0,0,0,0,0,0,3,2.6,11.4,-5,F,walkeja03
20971,Jarace Walker,2024-01-05,20-123,IND,,ATL,W 150-116,,12,3,6,.500,1,3,.333,2,3,.667,0,0,,.667,1,0,1,1,0,0,1,1,8,5.0,-4.8,0,F,walkeja03
20972,Jarace Walker,2024-01-06,20-124,IND,,BOS,L 101-118,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,0,0,0,0,0,0.7,29.4,0,F,walkeja03
20973,Jarace Walker,2024-01-15,20-133,IND,@,UTA,L 105-132,,26,3,11,.273,1,6,.167,2,5,.400,0,0,,.364,2,2,4,4,4,2,1,2,8,9.9,5.2,-17,F,walkeja03
20974,Jarace Walker,2024-01-18,20-136,IND,@,SAC,W 126-121,,20,6,13,.462,3,5,.600,3,8,.375,0,0,,.577,1,1,2,2,0,0,2,1,15,8.3,-4.3,-1,F,walkeja03
20975,Jarace Walker,2024-01-21,20-139,IND,@,PHO,L 110-117,,18,4,6,.667,2,3,.667,2,3,.667,0,0,,.833,3,6,9,1,1,0,1,0,10,12.0,11.0,3,F,walkeja03
20976,Jarace Walker,2024-02-02,20-151,IND,,SAC,L 122-133,,7,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,1,1,0,0,1,2,1,0,-2.1,-20.4,-4,F,walkeja03
20977,Jarace Walker,2024-02-04,20-153,IND,@,CHO,W 115-99,,2,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,1,0,-1.1,-44.0,0,F,walkeja03
20978,Jarace Walker,2024-02-25,20-174,IND,,DAL,W 133-111,,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.1,4,F,walkeja03
20979,Jarace Walker,2024-02-26,20-175,IND,,TOR,L 122-130,,5,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,2,2,1,0,0,0,1,0,0.2,-9.7,-4,F,walkeja03
20980,Jarace Walker,2024-03-01,20-179,IND,@,NOP,L 102-129,,27,2,9,.222,0,5,.000,2,4,.500,0,0,,.333,0,7,7,6,3,3,2,1,6,9.5,7.7,15,F,walkeja03
20981,Jarace Walker,2024-03-05,20-183,IND,@,DAL,W 137-120,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-4.8,0,F,walkeja03
20982,Jarace Walker,2024-03-07,20-185,IND,,MIN,L 111-113,,16,2,4,.500,1,2,.500,1,2,.500,0,0,,.625,1,4,5,1,1,0,0,2,5,5.8,4.9,-2,F,walkeja03
20983,Jarace Walker,2024-03-10,20-188,IND,@,ORL,W 111-97,,3,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,1,0,-1.8,-38.8,-5,F,walkeja03
20984,Jarace Walker,2024-03-12,20-190,IND,@,OKC,W 121-111,,7,1,2,.500,0,0,,1,2,.500,0,0,,.750,1,1,2,0,0,0,0,0,3,3.0,3.3,5,F,walkeja03
20985,Jarace Walker,2024-03-13,20-191,IND,,CHI,L 129-132 (OT),,24,3,5,.600,1,1,1.000,2,4,.500,2,2,1.000,.850,1,3,4,0,0,0,0,1,10,8.9,2.3,14,F,walkeja03
20986,Jarace Walker,2024-03-16,20-194,IND,,BRK,W 121-100,,9,0,5,.000,0,2,.000,0,3,.000,0,0,,.000,0,1,1,0,0,1,1,2,0,-4.3,-30.3,2,F,walkeja03
20987,Jarace Walker,2024-03-20,20-198,IND,@,DET,W 122-103,,6,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,1,1,0,0,1,0,1,2,1.6,-5.2,-7,F,walkeja03
20988,Lonnie Walker IV,2023-10-27,24-317,BRK,@,DAL,L 120-125,,21,5,9,.556,1,3,.333,4,6,.667,0,0,,.778,0,1,1,2,0,1,2,3,14,8.9,2.9,8,G,walkelo01
20989,Lonnie Walker IV,2023-10-30,24-320,BRK,@,CHO,W 133-121,,29,6,13,.462,3,6,.500,3,7,.429,4,6,.667,.607,0,5,5,4,1,1,0,1,19,17.1,5.4,11,G,walkelo01
20990,Lonnie Walker IV,2023-11-01,24-322,BRK,@,MIA,W 109-105,,25,4,9,.444,3,5,.600,1,4,.250,8,11,.727,.614,1,2,3,4,3,0,3,1,17,14.8,5.7,15,G,walkelo01
20991,Lonnie Walker IV,2023-11-03,24-324,BRK,@,CHI,W 109-107,,16,5,10,.500,4,6,.667,1,4,.250,0,0,,.550,0,1,1,1,0,1,0,2,11,6.9,-0.7,9,G,walkelo01
20992,Lonnie Walker IV,2023-11-04,24-325,BRK,,BOS,L 114-124,,17,5,8,.625,4,6,.667,1,2,.500,2,2,1.000,.732,0,3,3,1,0,0,1,0,13,10.0,4.6,-2,G,walkelo01
20993,Lonnie Walker IV,2023-11-06,24-327,BRK,,MIL,L 125-129,,23,8,14,.571,5,7,.714,3,7,.429,0,0,,.679,0,4,4,2,0,0,3,1,19,11.6,1.0,-5,G,walkelo01
20994,Lonnie Walker IV,2023-11-08,24-329,BRK,,LAC,W 100-93,,28,8,16,.500,5,9,.556,3,7,.429,2,2,1.000,.622,0,1,1,0,1,1,0,0,21,15.0,7.7,10,G,walkelo01
20995,Lonnie Walker IV,2023-11-10,24-331,BRK,@,BOS,L 107-121,,20,8,12,.667,5,8,.625,3,4,.750,1,1,1.000,.804,0,7,7,4,0,1,0,0,20,20.4,25.4,0,G,walkelo01
20996,Lonnie Walker IV,2023-11-12,24-333,BRK,,WAS,W 102-94,,14,2,8,.250,1,5,.200,1,3,.333,0,0,,.313,0,2,2,2,0,0,1,1,5,0.8,-8.4,-1,G,walkelo01
20997,Lonnie Walker IV,2023-11-14,24-335,BRK,,ORL,W 124-104,,20,4,9,.444,1,3,.333,3,6,.500,0,0,,.611,0,2,2,1,2,0,2,0,11,7.6,2.8,6,G,walkelo01
20998,Lonnie Walker IV,2023-11-16,24-337,BRK,@,MIA,L 115-122,,26,9,18,.500,7,11,.636,2,7,.286,3,4,.750,.582,1,2,3,1,1,0,2,2,23,13.8,-1.4,-7,G,walkelo01
20999,Lonnie Walker IV,2023-11-19,24-340,BRK,,PHI,L 99-121,,32,9,17,.529,3,6,.500,6,11,.545,2,2,1.000,.727,0,6,6,2,0,0,2,1,26,18.5,6.5,-2,G,walkelo01
21000,Lonnie Walker IV,2023-11-22,24-343,BRK,@,ATL,L 145-147 (OT),,16,3,7,.429,1,3,.333,2,4,.500,0,1,.000,.538,0,2,2,1,0,1,1,1,8,4.5,-3.0,0,G,walkelo01
21001,Lonnie Walker IV,2023-11-25,24-346,BRK,,MIA,W 112-97,,14,2,6,.333,0,1,.000,2,5,.400,2,2,1.000,.581,0,1,1,0,0,0,2,1,8,2.5,-13.5,-5,G,walkelo01
21002,Lonnie Walker IV,2023-11-26,24-347,BRK,,CHI,W 118-109,,25,6,13,.462,0,3,.000,6,10,.600,2,2,1.000,.720,0,1,1,0,2,0,2,1,20,13.2,3.4,23,G,walkelo01
21003,Lonnie Walker IV,2023-11-28,24-349,BRK,,TOR,W 115-103,,23,2,6,.333,1,2,.500,1,4,.250,2,3,.667,.478,0,1,1,2,0,1,3,0,7,2.6,-8.5,-2,G,walkelo01
21004,Lonnie Walker IV,2023-11-30,24-351,BRK,,CHO,L 128-129,,14,2,5,.400,0,1,.000,2,4,.500,1,2,.500,.595,1,1,2,1,0,0,1,1,7,4.2,-4.7,-6,G,walkelo01
21005,Lonnie Walker IV,2024-01-05,25-022,BRK,,OKC,W 124-115,,6,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,1,1,0,1,0,0,0,0,-0.1,-10.1,7,G,walkelo01
21006,Lonnie Walker IV,2024-01-07,25-024,BRK,,POR,L 127-134 (OT),,6,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,1,1,0,0,0,0,2,0,-2.6,-38.9,1,G,walkelo01
21007,Lonnie Walker IV,2024-01-11,25-028,BRK,@,CLE,L 102-111,,25,8,12,.667,4,7,.571,4,5,.800,0,0,,.833,1,2,3,2,1,1,1,3,20,17.0,18.2,2,G,walkelo01
21008,Lonnie Walker IV,2024-01-15,25-032,BRK,,MIA,L 95-96 (OT),,9,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,2,2,1,0,1,1,1,0,-1.5,-17.6,0,G,walkelo01
21009,Lonnie Walker IV,2024-01-17,25-034,BRK,@,POR,L 103-105,,19,5,10,.500,2,3,.667,3,7,.429,0,0,,.650,0,1,1,0,1,0,1,0,13,8.3,0.1,10,G,walkelo01
21010,Lonnie Walker IV,2024-01-19,25-036,BRK,@,LAL,W 130-112,,13,6,7,.857,3,3,1.000,3,4,.750,0,0,,1.071,0,1,1,3,0,0,1,2,15,13.1,20.3,4,G,walkelo01
21011,Lonnie Walker IV,2024-01-21,25-038,BRK,@,LAC,L 114-125,,10,3,4,.750,1,2,.500,2,2,1.000,0,0,,1.000,0,2,2,0,2,0,0,3,8,7.8,18.9,1,G,walkelo01
21012,Lonnie Walker IV,2024-01-23,25-040,BRK,,NYK,L 103-108,,12,2,8,.250,1,3,.333,1,5,.200,0,0,,.313,1,0,1,0,0,0,0,0,5,0.9,-13.5,-9,G,walkelo01
21013,Lonnie Walker IV,2024-01-25,25-042,BRK,,MIN,L 94-96,,14,1,5,.200,1,2,.500,0,3,.000,0,0,,.200,0,0,0,1,1,0,2,2,2,-2.2,-18.6,-12,G,walkelo01
21014,Lonnie Walker IV,2024-01-27,25-044,BRK,,HOU,W 106-104,,14,0,4,.000,0,1,.000,0,3,.000,0,0,,.000,0,1,1,0,1,0,0,1,0,-1.9,-15.2,-1,G,walkelo01
21015,Lonnie Walker IV,2024-01-29,25-046,BRK,,UTA,W 147-114,,27,7,14,.500,3,5,.600,4,9,.444,1,2,.500,.638,1,1,2,4,1,1,0,2,19,16.3,4.0,17,G,walkelo01
21016,Lonnie Walker IV,2024-01-31,25-048,BRK,,PHO,L 120-136,,31,7,16,.438,4,8,.500,3,8,.375,2,2,1.000,.563,1,2,3,7,4,0,2,4,19,17.2,5.6,-14,G,walkelo01
21017,Lonnie Walker IV,2024-02-03,25-051,BRK,@,PHI,W 136-121,,30,8,16,.500,5,8,.625,3,8,.375,1,1,1.000,.608,1,1,2,3,0,0,0,3,20,13.9,-2.8,12,G,walkelo01
21018,Lonnie Walker IV,2024-02-05,25-053,BRK,,GSW,L 98-109,,5,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,0,0,0,0,0,0,0,3,2.0,4.4,4,G,walkelo01
21019,Lonnie Walker IV,2024-02-10,25-058,BRK,,SAS,W 123-103,,6,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,0,0,-1.7,-26.1,1,G,walkelo01
21020,Lonnie Walker IV,2024-02-13,25-061,BRK,,BOS,L 110-118,,17,5,8,.625,2,3,.667,3,5,.600,2,3,.667,.805,0,3,3,3,2,0,0,0,15,16.0,24.9,-2,G,walkelo01
21021,Lonnie Walker IV,2024-02-14,25-062,BRK,@,BOS,L 86-136,,10,2,7,.286,2,5,.400,0,2,.000,0,0,,.286,1,1,2,1,0,0,1,1,4,0.2,-20.6,-14,G,walkelo01
21022,Lonnie Walker IV,2024-02-22,25-070,BRK,@,TOR,L 93-121,,19,4,13,.308,1,6,.167,3,7,.429,0,0,,.423,0,4,4,0,0,0,0,3,11,3.5,-6.9,-10,G,walkelo01
21023,Lonnie Walker IV,2024-02-24,25-072,BRK,@,MIN,L 86-101,,15,1,4,.250,0,1,.000,1,3,.333,0,0,,.375,0,1,1,2,1,0,2,0,3,1.3,-3.4,0,G,walkelo01
21024,Lonnie Walker IV,2024-02-26,25-074,BRK,@,MEM,W 111-86,,19,4,11,.364,1,3,.333,3,8,.375,2,2,1.000,.547,0,6,6,2,0,0,0,0,13,10.1,4.9,16,G,walkelo01
21025,Lonnie Walker IV,2024-02-27,25-075,BRK,@,ORL,L 81-108,,21,1,9,.111,0,5,.000,1,4,.250,1,1,1.000,.212,0,1,1,0,1,0,0,3,4,-1.8,-14.1,-12,G,walkelo01
21026,Lonnie Walker IV,2024-02-29,25-077,BRK,,ATL,W 124-97,,16,4,9,.444,1,3,.333,3,6,.500,0,0,,.611,0,2,2,0,1,0,1,5,11,4.9,-5.9,-7,G,walkelo01
21027,Lonnie Walker IV,2024-03-02,25-079,BRK,,ATL,W 114-102,,11,1,7,.143,1,4,.250,0,3,.000,0,0,,.143,0,1,1,0,0,0,1,1,2,-3.6,-35.1,-2,G,walkelo01
21028,Lonnie Walker IV,2024-03-04,25-081,BRK,,MEM,L 102-106,,14,5,10,.500,2,4,.500,3,6,.500,0,0,,.650,0,1,1,1,1,2,0,3,13,10.2,17.6,8,G,walkelo01
21029,Lonnie Walker IV,2024-03-05,25-082,BRK,,PHI,W 112-107,,30,7,14,.500,3,8,.375,4,6,.667,1,2,.500,.638,0,4,4,1,1,0,1,4,19,11.9,0.1,29,G,walkelo01
21030,Lonnie Walker IV,2024-03-07,25-084,BRK,@,DET,L 112-118,,29,8,18,.444,3,4,.750,5,14,.357,0,0,,.583,0,4,4,1,0,0,2,3,21,10.3,-6.4,-2,G,walkelo01
21031,Lonnie Walker IV,2024-03-10,25-087,BRK,@,CLE,W 120-101,,14,1,6,.167,1,4,.250,0,2,.000,2,2,1.000,.291,0,1,1,1,0,1,2,1,4,-0.5,-24.4,-5,G,walkelo01
21032,Lonnie Walker IV,2024-03-13,25-090,BRK,@,ORL,L 106-114,,8,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,1,0,2,0.7,-9.4,2,G,walkelo01
21033,Lonnie Walker IV,2024-03-16,25-093,BRK,@,IND,L 100-121,,14,1,4,.250,1,4,.250,0,0,,0,0,,.250,0,1,1,0,0,0,0,0,2,-0.1,-12.8,-7,G,walkelo01
21034,Lonnie Walker IV,2024-03-17,25-094,BRK,@,SAS,L 115-122 (OT),,11,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,3,3,1,0,1,0,1,0,0.5,-10.1,0,G,walkelo01
21035,Lonnie Walker IV,2024-03-19,25-096,BRK,,NOP,L 91-104,,16,1,6,.167,0,1,.000,1,5,.200,0,0,,.250,0,1,1,0,0,0,0,0,3,-0.5,-12.4,-4,G,walkelo01
21036,Lonnie Walker IV,2024-03-21,25-098,BRK,@,MIL,L 108-115,,12,1,7,.143,1,2,.500,0,5,.000,0,0,,.143,1,2,3,0,0,1,0,1,2,-0.9,-19.8,-9,G,walkelo01
